NO_REGIAO_IES;CO_REGIAO_IES;SG_UF_IES;CO_UF_IES;CO_MUNICIPIO_IES;IN_CAPITAL_IES;TP_ORGANIZACAO_ACADEMICA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;CO_IES;QT_TEC_TOTAL;QT_DOC_EXE;QT_DOC_EX_MEST;QT_DOC_EX_DOUT;QT_DOC_EX_INT;QT_DOC_EX_INT_DE;QT_CURSO;QT_VG_TOTAL;QT_MAT;QT_MAT_DEFICIENTE;QT_MAT_FINANC;QT_MAT_FIES;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_RESERVA_VAGA;QT_MAT_RVPDEF;QT_MAT_APOIO_SOCIAL;QT_MAT_ATIV_EXTRACURRICULAR;QT_MAT_MOB_ACADEMICA;PROP_PCD
Sul;4;RS;43;4314902;1;3;2;4;4096;40;34;22;11;1;0;10.0;202.0;532.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;RS;43;4302105;0;2;2;4;4097;42;55;33;12;4;0;18.0;2130.0;1100.0;0.0;69.0;0.0;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;RS;43;4316907;0;4;1;1;4098;694;782;291;467;772;657;58.0;2468.0;4324.0;49.0;0.0;0.0;0.0;0.0;1199.0;31.0;1383.0;793.0;0.0;0.011332099907493062
Centro-Oeste;5;GO;52;5208707;1;3;2;5;4100;46;15;6;2;0;0;2.0;128.0;148.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757
Centro-Oeste;5;GO;52;5208707;1;3;2;5;4101;34;30;17;4;6;0;4.0;300.0;286.0;1.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0034965034965034965
Sudeste;3;SP;35;3550308;1;3;2;4;4104;42;84;37;45;7;6;5.0;1076.0;433.0;1.0;155.0;0.0;26.0;19.0;0.0;0.0;0.0;10.0;0.0;0.0023094688221709007
Sul;4;RS;43;4314902;1;3;2;5;4107;18;22;14;2;4;0;5.0;354.0;281.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;0.0;0.017793594306049824
Nordeste;2;PI;22;2211001;1;3;2;4;4108;4;16;8;6;1;0;2.0;100.0;129.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.0;10.0;0.0;0.0
Nordeste;2;PE;26;2610707;0;2;2;4;4118;85;114;36;9;26;0;17.0;7990.0;2986.0;2.0;2466.0;150.0;192.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006697923643670462
Nordeste;2;SE;28;2800308;1;2;2;5;4121;76;118;58;33;50;0;17.0;6103.0;4817.0;8.0;4337.0;520.0;358.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001660784720780569
Centro-Oeste;5;GO;52;5211909;0;3;2;4;4123;32;34;17;4;9;3;8.0;441.0;737.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;730.0;0.0;0.0
Sudeste;3;SP;35;3545803;0;3;2;4;4138;26;108;27;49;11;0;19.0;1627.0;1153.0;22.0;733.0;8.0;109.0;0.0;0.0;0.0;0.0;384.0;0.0;0.019080659150043366
Sudeste;3;SP;35;3554102;0;3;2;4;4141;29;184;71;58;19;0;19.0;2155.0;3232.0;69.0;1732.0;40.0;293.0;0.0;0.0;0.0;0.0;745.0;0.0;0.0213490099009901
Sudeste;3;SP;35;3538709;0;3;2;4;4150;19;85;38;36;14;0;17.0;1930.0;1365.0;3.0;413.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002197802197802198
Nordeste;2;PE;26;2611606;1;2;2;4;4153;27;282;140;82;75;0;64.0;1200.0;14744.0;7.0;281.0;3.0;98.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004747693977211069
Sul;4;SC;42;4214805;0;3;2;4;4157;17;30;5;4;0;0;6.0;105.0;295.0;1.0;292.0;0.0;22.0;0.0;0.0;0.0;0.0;13.0;0.0;0.003389830508474576
Centro-Oeste;5;GO;52;5208707;1;3;2;5;4162;19;29;15;5;4;0;3.0;2.0;213.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014084507042253521
Sul;4;SC;42;4211702;0;2;2;5;4163;76;160;73;45;34;0;17.0;998.0;1504.0;9.0;1166.0;12.0;306.0;34.0;0.0;0.0;0.0;362.0;0.0;0.005984042553191489
Sudeste;3;MG;31;3170107;0;3;2;5;4166;31;10;6;4;10;0;5.0;340.0;31.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3510609;0;3;2;4;4169;38;101;46;45;27;0;22.0;17532.0;2183.0;5.0;2161.0;21.0;165.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0022904260192395786
Sudeste;3;SP;35;3537602;0;3;2;4;4185;6;28;12;3;0;0;3.0;315.0;370.0;0.0;260.0;17.0;33.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
Nordeste;2;PI;22;2211001;1;2;2;4;4197;111;74;42;22;20;0;9.0;2219.0;4020.0;7.0;3394.0;613.0;283.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017412935323383085
Centro-Oeste;5;GO;52;5213103;0;3;2;4;4198;61;125;47;15;24;0;8.0;1245.0;1694.0;5.0;177.0;1.0;153.0;16.0;0.0;0.0;4.0;1018.0;0.0;0.0029515938606847697
Nordeste;2;PB;25;2507507;1;3;2;4;4201;14;10;4;1;0;0;5.0;200.0;236.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025423728813559324
Sudeste;3;SP;35;3550308;1;3;2;4;4211;5;26;15;4;7;4;9.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3149309;0;3;2;5;4218;27;18;6;11;3;0;1.0;50.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0
Sudeste;3;MG;31;3101508;0;3;2;5;4219;4;15;2;3;0;0;2.0;90.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3106200;1;3;2;4;4251;31;21;4;12;4;0;2.0;155.0;108.0;1.0;68.0;0.0;20.0;0.0;0.0;0.0;0.0;38.0;0.0;0.009259259259259259
Norte;1;RO;11;1100049;0;2;2;4;4255;27;58;12;0;13;0;11.0;2083.0;1041.0;5.0;775.0;18.0;76.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004803073967339097
Sudeste;3;MG;31;3143302;0;2;2;4;4256;140;194;106;60;65;0;17.0;1941.0;4744.0;3.0;2804.0;759.0;584.0;0.0;0.0;0.0;60.0;40.0;0.0;0.0006323777403035413
Centro-Oeste;5;GO;52;5208707;1;3;2;5;4257;7;18;8;10;0;0;2.0;135.0;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;GO;52;5210000;0;2;2;4;4259;63;106;36;27;28;2;14.0;1562.0;1481.0;5.0;632.0;57.0;31.0;28.0;0.0;0.0;2.0;0.0;0.0;0.00337609723160027
Norte;1;AM;13;1302603;1;3;2;4;4277;88;177;105;35;49;0;20.0;13571.0;5890.0;12.0;5886.0;102.0;438.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0020373514431239388
Sudeste;3;MG;31;3171808;0;3;2;4;4289;13;7;1;0;0;0;3.0;30.0;86.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011627906976744186
Sul;4;SC;42;4208906;0;3;2;5;4294;22;22;7;1;0;0;2.0;100.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;PR;41;4115200;0;3;2;4;4330;20;7;4;2;0;0;7.0;200.0;187.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;19.0;0.0;0.016042780748663103
Nordeste;2;PE;26;2610004;0;3;1;7;4356;2;24;8;2;0;0;3.0;150.0;160.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0
Sudeste;3;MG;31;3152501;0;4;1;1;4358;663;526;136;367;515;427;45.0;3644.0;5724.0;41.0;0.0;0.0;0.0;0.0;1690.0;35.0;901.0;1167.0;13.0;0.00716282320055905
Sudeste;3;MG;31;3106705;0;3;2;4;4362;23;157;62;72;15;0;19.0;1622.0;2392.0;36.0;1745.0;112.0;410.0;0.0;0.0;0.0;0.0;648.0;0.0;0.015050167224080268
Nordeste;2;CE;23;2303709;0;3;2;4;4367;59;92;62;18;20;0;15.0;2425.0;1339.0;8.0;470.0;179.0;225.0;142.0;0.0;0.0;0.0;157.0;0.0;0.00597460791635549
Centro-Oeste;5;GO;52;5213103;0;2;1;3;4396;149;171;103;67;92;0;13.0;5420.0;2969.0;22.0;1542.0;235.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00740990232401482
Nordeste;2;MA;21;2101400;0;2;2;4;4399;98;22;12;6;11;0;16.0;4002.0;1126.0;1.0;540.0;195.0;58.0;1.0;0.0;0.0;0.0;12.0;0.0;0.0008880994671403197
Norte;1;RO;11;1100122;0;2;2;4;4411;60;78;39;18;26;0;14.0;6219.0;1702.0;7.0;1664.0;114.0;89.0;79.0;0.0;0.0;0.0;0.0;0.0;0.004112808460634548
Centro-Oeste;5;DF;53;5300108;1;3;2;4;4416;13;5;2;1;0;0;1.0;305.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PE;26;2609600;0;2;2;4;4420;20;71;40;16;1;1;10.0;1224.0;322.0;1.0;88.0;21.0;42.0;9.0;0.0;0.0;0.0;0.0;0.0;0.003105590062111801
Sudeste;3;RJ;33;3302403;0;3;1;3;4428;16;57;29;17;22;0;4.0;405.0;1153.0;5.0;0.0;0.0;0.0;0.0;345.0;3.0;0.0;175.0;0.0;0.004336513443191674
Centro-Oeste;5;MS;50;5002704;1;2;2;5;4429;156;101;45;46;72;0;14.0;1829.0;3203.0;30.0;836.0;0.0;239.0;219.0;0.0;0.0;88.0;2480.0;0.0;0.009366219169528567
Nordeste;2;RN;24;2408003;0;3;2;4;4431;113;224;45;27;82;0;9.0;654.0;1559.0;51.0;216.0;1.0;215.0;0.0;0.0;0.0;0.0;77.0;0.0;0.0327132777421424
Norte;1;PA;15;1501402;1;2;2;4;4450;215;273;147;86;98;0;15.0;1235.0;2994.0;3.0;1452.0;728.0;198.0;928.0;0.0;0.0;0.0;2993.0;0.0;0.001002004008016032
Norte;1;PA;15;1504208;0;2;2;4;4452;12;95;18;42;9;0;7.0;483.0;863.0;19.0;517.0;18.0;102.0;0.0;0.0;0.0;0.0;97.0;0.0;0.0220162224797219
Sudeste;3;SP;35;3550308;1;3;2;5;4492;33;24;9;5;2;1;2.0;360.0;277.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;SC;42;4208906;0;3;2;4;4495;10;60;4;38;5;0;6.0;264.0;203.0;7.0;153.0;0.0;16.0;0.0;0.0;0.0;0.0;63.0;0.0;0.034482758620689655
Sul;4;PR;41;4111506;0;3;2;4;4496;43;95;41;19;22;2;16.0;809.0;1104.0;13.0;199.0;0.0;16.0;28.0;0.0;0.0;6.0;1104.0;0.0;0.01177536231884058
Sudeste;3;RJ;33;3304557;1;3;2;5;4502;20;17;12;2;0;0;7.0;1882.0;204.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;BA;29;2909802;0;1;1;1;4503;709;1020;243;702;859;859;63.0;4925.0;8513.0;177.0;0.0;0.0;0.0;0.0;4389.0;112.0;2429.0;3701.0;25.0;0.020791730294843182
Centro-Oeste;5;MS;50;5003702;0;1;1;1;4504;918;687;92;568;647;562;52.0;2928.0;6076.0;179.0;0.0;0.0;0.0;0.0;2182.0;73.0;6011.0;992.0;3.0;0.02946017116524029
Sul;4;SC;42;4212106;0;3;2;4;4518;7;14;8;3;2;2;5.0;154.0;262.0;1.0;110.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;0.0;0.003816793893129771
Sudeste;3;SP;35;3527108;0;2;2;5;4522;216;267;132;90;67;6;34.0;3370.0;6067.0;24.0;1420.0;136.0;557.0;49.0;0.0;0.0;0.0;0.0;0.0;0.003955826602933905
Nordeste;2;AL;27;2704302;1;2;2;4;4530;245;241;109;83;72;7;18.0;3920.0;5499.0;3.0;1815.0;411.0;593.0;0.0;0.0;0.0;51.0;1039.0;0.0;0.0005455537370430987
Nordeste;2;BA;29;2904902;0;3;2;5;4531;165;110;51;23;25;20;13.0;2012.0;1967.0;16.0;776.0;316.0;390.0;0.0;0.0;0.0;0.0;497.0;0.0;0.00813421453990849
Centro-Oeste;5;MS;50;5002704;1;3;2;5;4532;33;7;6;1;0;0;2.0;160.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PB;25;2503704;0;3;2;4;4533;53;83;50;19;47;6;9.0;1487.0;1041.0;1.0;685.0;418.0;50.0;276.0;0.0;0.0;0.0;981.0;0.0;0.0009606147934678194
Sul;4;PR;41;4106902;1;3;2;4;4534;41;47;30;16;6;0;6.0;361.0;431.0;2.0;333.0;75.0;49.0;58.0;0.0;0.0;0.0;0.0;0.0;0.004640371229698376
Nordeste;2;RN;24;2408102;1;3;2;4;4566;48;51;19;24;13;0;8.0;5384.0;993.0;3.0;984.0;17.0;86.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0030211480362537764
Centro-Oeste;5;MT;51;5107925;0;3;2;5;4567;34;54;18;3;2;2;6.0;499.0;427.0;3.0;3.0;0.0;0.0;0.0;37.0;0.0;0.0;105.0;0.0;0.00702576112412178
Centro-Oeste;5;GO;52;5218003;0;3;2;4;4586;36;33;9;18;26;0;10.0;1178.0;1329.0;0.0;85.0;84.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;DF;53;5300108;1;3;2;4;4588;42;21;17;4;1;0;4.0;640.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;RO;11;1100205;1;3;2;5;4594;72;52;33;16;12;4;5.0;620.0;1011.0;0.0;627.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3543402;0;3;2;5;4596;12;42;21;11;7;6;4.0;420.0;261.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;0.0;0.0038314176245210726
Sudeste;3;SP;35;3557105;0;3;2;5;4597;12;48;14;34;15;0;6.0;640.0;1058.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;267.0;0.0;0.003780718336483932
Sul;4;SC;42;4209102;0;3;2;5;4610;16;13;7;4;5;5;2.0;0.0;184.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;RO;11;1100023;0;2;2;4;4613;57;62;40;11;20;0;16.0;1388.0;1837.0;4.0;492.0;142.0;192.0;207.0;0.0;0.0;1272.0;0.0;0.0;0.002177463255307567
Sul;4;RS;43;4305108;0;3;2;4;4616;10;68;11;45;5;0;10.0;464.0;319.0;7.0;237.0;4.0;27.0;0.0;0.0;0.0;0.0;72.0;0.0;0.0219435736677116
Sul;4;RS;43;4305108;0;3;2;4;4632;14;27;18;9;13;0;7.0;490.0;143.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;RS;43;4314100;0;3;2;4;4633;43;51;34;16;15;0;14.0;1000.0;1188.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3549904;0;3;2;4;4652;33;173;63;72;33;0;22.0;2684.0;3876.0;64.0;2475.0;97.0;649.0;0.0;0.0;0.0;0.0;1042.0;0.0;0.016511867905056758
Sudeste;3;SP;35;3552205;0;3;2;4;4655;34;151;51;67;39;0;23.0;3002.0;4001.0;83.0;2438.0;96.0;689.0;0.0;0.0;0.0;0.0;980.0;0.0;0.02074481379655086
Sudeste;3;SP;35;3538709;0;3;2;4;4656;28;169;48;66;16;0;19.0;2318.0;2677.0;36.0;1564.0;10.0;279.0;0.0;0.0;0.0;0.0;763.0;0.0;0.013447889428464699
Sul;4;PR;41;4118006;0;2;2;4;4661;10;25;15;3;5;0;14.0;250.0;2353.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;529.0;0.0;0.004249893752656183
Centro-Oeste;5;GO;52;5208707;1;3;2;4;4669;9;15;12;2;13;11;4.0;880.0;103.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;SC;42;4213500;0;3;2;4;4674;19;3;3;0;0;0;4.0;400.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;GO;52;5208707;1;3;2;4;4699;7;29;18;9;10;0;12.0;129.0;302.0;0.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;269.0;0.0;0.0
Nordeste;2;PE;26;2611606;1;3;2;4;4700;27;32;26;4;1;0;4.0;1200.0;504.0;0.0;54.0;15.0;10.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PE;26;2611606;1;2;2;4;4702;259;257;114;115;120;0;35.0;8340.0;15520.0;10.0;1060.0;107.0;938.0;15.0;0.0;0.0;0.0;8759.0;0.0;0.0006443298969072165
Sudeste;3;MG;31;3136702;0;3;2;4;4722;36;48;28;6;2;1;4.0;890.0;606.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;535.0;0.0;0.0016501650165016502
Sudeste;3;SP;35;3513405;0;3;2;5;4724;26;34;21;13;13;1;18.0;881.0;2078.0;1.0;2063.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048123195380173246
Sudeste;3;SP;35;3550308;1;3;2;5;4731;5;11;3;5;5;0;2.0;0.0;35.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02857142857142857
Centro-Oeste;5;DF;53;5300108;1;3;2;5;4732;28;54;22;8;4;0;7.0;1641.0;1209.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005789909015715467
Nordeste;2;PE;26;2609600;0;3;2;4;4742;51;128;50;17;41;0;10.0;3491.0;2976.0;3.0;2529.0;232.0;196.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010080645161290322
Nordeste;2;BA;29;2926301;0;3;2;4;4747;12;21;9;3;8;0;6.0;650.0;526.0;1.0;8.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019011406844106464
Sul;4;PR;41;4118402;0;2;2;4;4751;454;355;155;84;173;0;124.0;2113.0;84619.0;258.0;568.0;7.0;552.0;11.0;0.0;0.0;0.0;2737.0;0.0;0.003048960635318309
Sul;4;PR;41;4128104;0;3;2;4;4765;14;38;25;10;7;0;8.0;820.0;971.0;7.0;10.0;0.0;4.0;6.0;0.0;0.0;0.0;969.0;0.0;0.007209062821833162
Sudeste;3;MG;31;3118601;0;2;2;4;4766;63;92;36;50;22;0;40.0;1551.0;4601.0;37.0;871.0;291.0;561.0;19.0;0.0;0.0;0.0;1140.0;0.0;0.008041730058682896
Sudeste;3;MG;31;3106200;1;3;2;4;4777;49;32;14;17;15;0;7.0;1464.0;234.0;0.0;64.0;13.0;38.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3170404;0;3;2;4;4780;84;20;10;4;1;0;5.0;690.0;128.0;0.0;70.0;10.0;14.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;CE;23;2304400;1;3;2;5;4784;43;45;36;6;2;2;10.0;2037.0;1727.0;0.0;47.0;4.0;0.0;0.0;0.0;0.0;0.0;933.0;0.0;0.0
Norte;1;RO;11;1100205;1;4;1;1;4785;571;583;263;188;576;453;36.0;1672.0;4923.0;160.0;0.0;0.0;0.0;0.0;1435.0;97.0;506.0;554.0;0.0;0.0325005078204347
Norte;1;TO;17;1721000;1;4;1;1;4786;587;563;258;193;524;419;45.0;1950.0;5963.0;124.0;0.0;0.0;0.0;0.0;543.0;27.0;496.0;949.0;0.0;0.020794901895019285
Nordeste;2;CE;23;2307304;0;3;2;5;4791;21;26;8;7;0;0;4.0;135.0;313.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003194888178913738
Sul;4;RS;43;4315503;0;3;2;4;4810;42;109;61;42;28;9;8.0;747.0;852.0;1.0;270.0;57.0;48.0;183.0;0.0;0.0;330.0;850.0;0.0;0.0011737089201877935
Sudeste;3;SP;35;3554102;0;3;2;5;4814;23;8;5;0;0;0;2.0;101.0;170.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;33.0;0.0;0.0058823529411764705
Sudeste;3;SP;35;3534401;0;3;2;5;4815;9;4;2;2;1;0;1.0;40.0;35.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;6.0;0.0;0.02857142857142857
Sudeste;3;SP;35;3548906;0;3;2;5;4820;6;9;2;4;0;0;2.0;80.0;142.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;15.0;5.0;0.0;0.007042253521126761
Sudeste;3;MG;31;3143302;0;3;2;4;4821;8;11;2;2;8;0;4.0;0.0;308.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003246753246753247
Sudeste;3;SP;35;3509502;0;3;2;4;4826;78;244;87;84;46;0;38.0;4707.0;4292.0;65.0;2555.0;79.0;568.0;0.0;0.0;0.0;0.0;1213.0;0.0;0.015144454799627213
Sudeste;3;SP;35;3550308;1;3;2;5;4829;36;20;8;11;11;0;2.0;190.0;214.0;4.0;85.0;9.0;11.0;1.0;0.0;0.0;0.0;4.0;0.0;0.018691588785046728
Norte;1;AC;12;1200401;1;3;2;5;4836;5;15;7;1;0;0;2.0;162.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3140902;0;2;2;4;4846;94;139;53;31;52;25;17.0;8166.0;2063.0;6.0;1124.0;166.0;222.0;208.0;0.0;0.0;669.0;1731.0;0.0;0.00290838584585555
Nordeste;2;RN;24;2408003;0;2;2;5;4847;68;55;32;18;18;0;9.0;711.0;1460.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013698630136986301
Norte;1;TO;17;1702109;0;2;2;4;4849;150;83;35;29;16;0;14.0;1982.0;3740.0;2.0;1285.0;384.0;303.0;0.0;0.0;0.0;55.0;0.0;0.0;0.0005347593582887701
Nordeste;2;PE;26;2601201;0;3;1;7;4858;48;67;25;13;0;0;6.0;797.0;1142.0;21.0;507.0;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01838879159369527
Sudeste;3;MG;31;3151800;0;3;2;4;4863;17;105;35;47;11;0;15.0;684.0;963.0;17.0;646.0;39.0;149.0;0.0;0.0;0.0;0.0;241.0;0.0;0.017653167185877467
Sudeste;3;ES;32;3202405;0;3;2;4;4867;23;53;4;38;5;0;3.0;151.0;282.0;7.0;177.0;9.0;26.0;0.0;0.0;0.0;0.0;50.0;0.0;0.024822695035460994
Sudeste;3;SP;35;3522208;0;3;2;4;4878;14;73;17;37;8;0;9.0;625.0;595.0;14.0;276.0;6.0;52.0;0.0;0.0;0.0;0.0;195.0;0.0;0.023529411764705882
Sudeste;3;SP;35;3512308;0;3;2;4;4889;6;12;6;3;1;0;2.0;80.0;563.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;MT;51;5107909;0;2;2;4;4901;44;151;74;22;17;0;16.0;2292.0;1897.0;3.0;106.0;78.0;16.0;12.0;0.0;0.0;0.0;1897.0;0.0;0.0015814443858724301
Sul;4;RS;43;4310207;0;3;2;5;4902;20;17;10;7;8;0;2.0;81.0;183.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;181.0;0.0;0.0273224043715847
Sudeste;3;MG;31;3170206;0;3;2;4;4910;64;27;7;11;1;0;8.0;1150.0;621.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001610305958132045
Norte;1;PA;15;1502400;0;3;2;4;4915;59;83;50;28;20;0;10.0;6552.0;1743.0;1.0;1740.0;102.0;171.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0005737234652897303
Sul;4;PR;41;4108304;0;3;2;4;4922;3;8;4;2;0;0;4.0;56.0;54.0;0.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;0.0;0.0
Sudeste;3;SP;35;3547809;0;1;1;1;4925;754;796;0;796;796;796;31.0;3955.0;15412.0;322.0;0.0;0.0;0.0;0.0;7396.0;263.0;770.0;5107.0;24.0;0.02089281079678173
Sudeste;3;SP;35;3541000;0;3;1;2;4926;21;120;58;30;9;0;5.0;743.0;1369.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03360116873630387
Sul;4;PR;41;4106902;1;3;2;5;4938;16;17;2;14;3;0;1.0;193.0;81.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0;80.0;0.0;0.0
Sudeste;3;SP;35;3548500;0;3;2;5;4943;31;22;9;11;2;2;1.0;200.0;96.0;1.0;33.0;2.0;24.0;1.0;0.0;0.0;0.0;0.0;0.0;0.010416666666666666
Nordeste;2;PI;22;2207702;0;3;2;4;4945;10;10;3;2;6;0;2.0;250.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;BA;29;2910800;0;3;2;4;4959;11;61;10;38;6;0;8.0;499.0;457.0;13.0;379.0;23.0;99.0;0.0;0.0;0.0;0.0;154.0;0.0;0.028446389496717725
Sudeste;3;MG;31;3167202;0;2;2;5;4962;101;190;86;56;35;0;36.0;3940.0;1156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;MA;21;2103000;0;2;2;4;4964;202;124;50;15;23;0;26.0;6222.0;3029.0;0.0;1094.0;788.0;307.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;TO;17;1721000;1;2;2;4;4969;159;88;52;15;24;0;36.0;6075.0;3239.0;1.0;275.0;32.0;25.0;9.0;0.0;0.0;0.0;773.0;0.0;0.00030873726458783575
Sudeste;3;SP;35;3549904;0;3;2;4;4983;9;12;5;0;7;0;6.0;0.0;51.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;0.0;0.0
Nordeste;2;CE;23;2311405;0;3;2;5;4992;17;16;6;6;4;0;2.0;180.0;267.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018726591760299626
Sudeste;3;SP;35;3550308;1;3;2;4;4995;48;10;8;2;4;0;25.0;1600.0;276.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0036231884057971015
Sul;4;PR;41;4106902;1;3;2;4;5000;4;4;3;0;0;0;1.0;100.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
Nordeste;2;PI;22;2210508;0;3;2;4;5008;6;6;2;2;2;0;6.0;300.0;307.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;296.0;0.0;0.0
